title,url,release_date,critic_score,audience_score,release_year,omdb_Response,omdb_Error,imdbID,Rated,RuntimeMin,Genre,Plot,Poster,OMDb_raw
Psycho,https://www.rottentomatoes.com/m/psycho,"Released Jun 16, 1960",97.0,95.0,1960.0,True,,tt0054215,R,109,"Drama, Horror, Mystery",A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,https://m.media-amazon.com/images/M/MV5BYjZhMzFiZjItODA3ZC00MmRhLWIzMGYtMmVjOWUwYTA3MTRjXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Psycho', 'Year': '1960', 'Rated': 'R', 'Released': '08 Sep 1960', 'Runtime': '109 min', 'Genre': 'Drama, Horror, Mystery', 'Director': 'Alfred Hitchcock', 'Writer': 'Joseph Stefano, Robert Bloch', 'Actors': 'Anthony Perkins, Janet Leigh, Vera Miles', 'Plot': 'A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.', 'Language': 'English', 'Country': 'United States', 'Awards': 'Nominated for 4 Oscars. 8 wins & 14 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYjZhMzFiZjItODA3ZC00MmRhLWIzMGYtMmVjOWUwYTA3MTRjXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '97/100'}], 'Metascore': '97', 'imdbRating': '8.5', 'imdbVotes': '759,534', 'imdbID': 'tt0054215', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$32,181,230', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Nothing But a Man,https://www.rottentomatoes.com/m/nothing_but_a_man,1964,98.0,88.0,1964.0,True,,tt0058414,Not Rated,95,"Drama, Romance",A black man and his school-teacher wife face discriminatory challenges in 1960s America.,https://m.media-amazon.com/images/M/MV5BOTRiZmZhODktOTZkNi00MDJkLWIzYjgtZmU0NGYyOTUyODJiXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Nothing But a Man', 'Year': '1964', 'Rated': 'Not Rated', 'Released': '12 Jan 1966', 'Runtime': '95 min', 'Genre': 'Drama, Romance', 'Director': 'Michael Roemer', 'Writer': 'Michael Roemer, Robert M. Young', 'Actors': 'Ivan Dixon, Abbey Lincoln, Julius Harris', 'Plot': 'A black man and his school-teacher wife face discriminatory challenges in 1960s America.', 'Language': 'English', 'Country': 'United States', 'Awards': '4 wins & 1 nomination total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BOTRiZmZhODktOTZkNi00MDJkLWIzYjgtZmU0NGYyOTUyODJiXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '87/100'}], 'Metascore': '87', 'imdbRating': '7.9', 'imdbVotes': '2,250', 'imdbID': 'tt0058414', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$13,063', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
2001: A Space Odyssey,https://www.rottentomatoes.com/m/2001_a_space_odyssey,"Released Apr 2, 1968",92.0,89.0,1968.0,True,,tt0062622,G,149,"Adventure, Sci-Fi","When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.",https://m.media-amazon.com/images/M/MV5BNjU0NDFkMTQtZWY5OS00MmZhLTg3Y2QtZmJhMzMzMWYyYjc2XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': '2001: A Space Odyssey', 'Year': '1968', 'Rated': 'G', 'Released': '12 May 1968', 'Runtime': '149 min', 'Genre': 'Adventure, Sci-Fi', 'Director': 'Stanley Kubrick', 'Writer': 'Stanley Kubrick, Arthur C. Clarke', 'Actors': 'Keir Dullea, Gary Lockwood, William Sylvester', 'Plot': 'When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.', 'Language': 'English, Russian, French', 'Country': 'United Kingdom, United States', 'Awards': 'Won 1 Oscar. 18 wins & 14 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNjU0NDFkMTQtZWY5OS00MmZhLTg3Y2QtZmJhMzMzMWYyYjc2XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '84/100'}], 'Metascore': '84', 'imdbRating': '8.3', 'imdbVotes': '762,792', 'imdbID': 'tt0062622', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$60,481,243', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Wild Bunch,https://www.rottentomatoes.com/m/the_wild_bunch,"Released Jun 18, 1969",91.0,90.0,1969.0,True,,tt0065214,R,135,"Action, Adventure, Drama","An aging group of outlaws in 1913 Texas look for one last big score, selling stolen Army rifles to a rogue Mexican general during that country's revolution, as the traditional American West is disappearing around them.",https://m.media-amazon.com/images/M/MV5BNmFlMWJlMDEtNjFlNC00YjQ1LWI1ZTYtZDZkNDY0N2RiMDA3XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Wild Bunch', 'Year': '1969', 'Rated': 'R', 'Released': '19 Jun 1969', 'Runtime': '135 min', 'Genre': 'Action, Adventure, Drama', 'Director': 'Sam Peckinpah', 'Writer': 'Walon Green, Sam Peckinpah, Roy N. Sickner', 'Actors': 'William Holden, Ernest Borgnine, Robert Ryan', 'Plot': ""An aging group of outlaws in 1913 Texas look for one last big score, selling stolen Army rifles to a rogue Mexican general during that country's revolution, as the traditional American West is disappearing around them."", 'Language': 'English, Spanish, German', 'Country': 'United States', 'Awards': 'Nominated for 2 Oscars. 6 wins & 8 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNmFlMWJlMDEtNjFlNC00YjQ1LWI1ZTYtZDZkNDY0N2RiMDA3XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '98/100'}], 'Metascore': '98', 'imdbRating': '7.9', 'imdbVotes': '92,113', 'imdbID': 'tt0065214', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$638,641', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Midnight Cowboy,https://www.rottentomatoes.com/m/midnight_cowboy,"Released May 25, 1969",89.0,88.0,1969.0,True,,tt0064665,R,113,Drama,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",https://m.media-amazon.com/images/M/MV5BY2QyNDQ4ZGQtOTFlYy00NDVjLWI5NTEtNTBmYTA5OTI0ODYyXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Midnight Cowboy', 'Year': '1969', 'Rated': 'R', 'Released': '25 May 1969', 'Runtime': '113 min', 'Genre': 'Drama', 'Director': 'John Schlesinger', 'Writer': 'Waldo Salt, James Leo Herlihy', 'Actors': 'Dustin Hoffman, Jon Voight, Sylvia Miles', 'Plot': 'A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.', 'Language': 'English, Italian', 'Country': 'United States', 'Awards': 'Won 3 Oscars. 28 wins & 16 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BY2QyNDQ4ZGQtOTFlYy00NDVjLWI5NTEtNTBmYTA5OTI0ODYyXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '79/100'}], 'Metascore': '79', 'imdbRating': '7.8', 'imdbVotes': '128,084', 'imdbID': 'tt0064665', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$44,785,053', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Patton,https://www.rottentomatoes.com/m/patton,"Released Jan 25, 1970",91.0,93.0,1970.0,True,,tt0066206,PG,172,"Biography, Drama, War",The World War II phase of the career of controversial American general George S. Patton.,https://m.media-amazon.com/images/M/MV5BYzQwNmI5MDItMGEyZi00Y2FjLTkzMTUtOTliOTIyOWRlN2Q0XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Patton', 'Year': '1970', 'Rated': 'PG', 'Released': '02 Apr 1970', 'Runtime': '172 min', 'Genre': 'Biography, Drama, War', 'Director': 'Franklin J. Schaffner', 'Writer': 'Francis Ford Coppola, Edmund H. North, Ladislas Farago', 'Actors': 'George C. Scott, Karl Malden, Stephen Young', 'Plot': 'The World War II phase of the career of controversial American general George S. Patton.', 'Language': 'English, German, French, Russian, Arabic, Italian', 'Country': 'United States', 'Awards': 'Won 7 Oscars. 25 wins & 8 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYzQwNmI5MDItMGEyZi00Y2FjLTkzMTUtOTliOTIyOWRlN2Q0XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '86/100'}], 'Metascore': '86', 'imdbRating': '7.9', 'imdbVotes': '112,477', 'imdbID': 'tt0066206', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$61,749,765', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Conformist,https://www.rottentomatoes.com/m/the_conformist,"Released Oct 22, 1970",98.0,90.0,1970.0,True,,tt0065571,R,113,Drama,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",https://m.media-amazon.com/images/M/MV5BNjBjNTYyOTYtZDIxOS00ZDdjLTg2NWMtMWE0NThjYjIxMDU0XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Conformist', 'Year': '1970', 'Rated': 'R', 'Released': '21 Mar 1971', 'Runtime': '113 min', 'Genre': 'Drama', 'Director': 'Bernardo Bertolucci', 'Writer': 'Alberto Moravia, Bernardo Bertolucci', 'Actors': 'Jean-Louis Trintignant, Stefania Sandrelli, Gastone Moschin', 'Plot': 'A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.', 'Language': 'Italian, French, Latin, Chinese', 'Country': 'Italy, France, West Germany', 'Awards': 'Nominated for 1 Oscar. 10 wins & 8 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNjBjNTYyOTYtZDIxOS00ZDdjLTg2NWMtMWE0NThjYjIxMDU0XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '100/100'}], 'Metascore': '100', 'imdbRating': '7.9', 'imdbVotes': '34,656', 'imdbID': 'tt0065571', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$238,792', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Gimme Shelter,https://www.rottentomatoes.com/m/gimme_shelter,"Released Dec 6, 1970",94.0,91.0,1970.0,True,,tt0065780,GP,91,"Documentary, Music, Thriller","When three hundred thousand members of the Love Generation collided with a few dozen Hells Angels at San Francisco's Altamont Speedway, the bloody slash that transformed a decade's dreams into disillusionment was immortalized on t...",https://m.media-amazon.com/images/M/MV5BODRkZWY3ZTgtNGZkNS00ODhmLThlMGYtY2MwMDM5ZGM0MjlhXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Gimme Shelter', 'Year': '1970', 'Rated': 'GP', 'Released': '13 May 1971', 'Runtime': '91 min', 'Genre': 'Documentary, Music, Thriller', 'Director': 'Albert Maysles, David Maysles, Charlotte Zwerin', 'Writer': 'N/A', 'Actors': 'Mick Jagger, Keith Richards, Mick Taylor', 'Plot': ""When three hundred thousand members of the Love Generation collided with a few dozen Hells Angels at San Francisco's Altamont Speedway, the bloody slash that transformed a decade's dreams into disillusionment was immortalized on t..."", 'Language': 'English', 'Country': 'United States', 'Awards': '3 wins & 1 nomination', 'Poster': 'https://m.media-amazon.com/images/M/MV5BODRkZWY3ZTgtNGZkNS00ODhmLThlMGYtY2MwMDM5ZGM0MjlhXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '85/100'}], 'Metascore': '85', 'imdbRating': '7.8', 'imdbVotes': '13,146', 'imdbID': 'tt0065780', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$252,570', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Red Circle,https://www.rottentomatoes.com/m/le_cercle_rouge,"Released Jan 2, 1970",96.0,92.0,1970.0,True,,tt0065531,Not Rated,140,"Crime, Drama, Thriller","After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist.",https://m.media-amazon.com/images/M/MV5BZTJiZjdjM2MtYTA3My00M2E3LTlhMDgtMzc0OTNhOGY2MzVjXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Red Circle', 'Year': '1970', 'Rated': 'Not Rated', 'Released': '20 Oct 1970', 'Runtime': '140 min', 'Genre': 'Crime, Drama, Thriller', 'Director': 'Jean-Pierre Melville', 'Writer': 'Jean-Pierre Melville', 'Actors': 'Alain Delon, Bourvil, Gian Maria Volontè', 'Plot': 'After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist.', 'Language': 'French', 'Country': 'France, Italy', 'Awards': 'N/A', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZTJiZjdjM2MtYTA3My00M2E3LTlhMDgtMzc0OTNhOGY2MzVjXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '92/100'}], 'Metascore': '92', 'imdbRating': '7.9', 'imdbVotes': '29,476', 'imdbID': 'tt0065531', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$432,820', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Days and Nights in the Forest,https://www.rottentomatoes.com/m/days_and_nights_in_the_forest,1970,100.0,97.0,1970.0,False,Movie not found!,,,,,,,"{'Response': 'False', 'Error': 'Movie not found!'}"
Woodstock,https://www.rottentomatoes.com/m/woodstock,"Released Mar 26, 1970",100.0,92.0,1970.0,True,,tt0066580,R,184,"Documentary, History, Music",Oscar-winning musical chronicle that brilliantly captures the three-day rock concert and celebration of peace and love that became a capstone for the Sixties.,https://m.media-amazon.com/images/M/MV5BOGM0YzI4NDctZWQ5ZC00ODdkLWJkMDEtNTc5MWU5NjUwZjFlXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Woodstock', 'Year': '1970', 'Rated': 'R', 'Released': '26 Mar 1970', 'Runtime': '184 min', 'Genre': 'Documentary, History, Music', 'Director': 'Michael Wadleigh', 'Writer': 'N/A', 'Actors': 'Joan Baez, Richie Havens, Roger Daltrey', 'Plot': 'Oscar-winning musical chronicle that brilliantly captures the three-day rock concert and celebration of peace and love that became a capstone for the Sixties.', 'Language': 'English', 'Country': 'United States', 'Awards': 'Won 1 Oscar. 2 wins & 2 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BOGM0YzI4NDctZWQ5ZC00ODdkLWJkMDEtNTc5MWU5NjUwZjFlXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '95/100'}], 'Metascore': '95', 'imdbRating': '8.1', 'imdbVotes': '18,818', 'imdbID': 'tt0066580', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$126,562', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Dirty Harry,https://www.rottentomatoes.com/m/dirty_harry,"Released Jan 1, 1971",89.0,90.0,1971.0,True,,tt0066999,R,102,"Action, Crime, Thriller","When a man calling himself ""the Scorpio Killer"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath.",https://m.media-amazon.com/images/M/MV5BYzNmOWVjN2ItMTQzOS00MTI4LTgxZDItMmZjNTVlMjY5Mjc1XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Dirty Harry', 'Year': '1971', 'Rated': 'R', 'Released': '23 Dec 1971', 'Runtime': '102 min', 'Genre': 'Action, Crime, Thriller', 'Director': 'Don Siegel, Clint Eastwood', 'Writer': 'Harry Julian Fink, Rita M. Fink, Dean Riesner', 'Actors': 'Clint Eastwood, Andrew Robinson, Harry Guardino', 'Plot': 'When a man calling himself ""the Scorpio Killer"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath.', 'Language': 'English', 'Country': 'United States', 'Awards': '2 wins & 4 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYzNmOWVjN2ItMTQzOS00MTI4LTgxZDItMmZjNTVlMjY5Mjc1XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '87/100'}], 'Metascore': '87', 'imdbRating': '7.7', 'imdbVotes': '177,150', 'imdbID': 'tt0066999', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$35,988,495', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Last Picture Show,https://www.rottentomatoes.com/m/last_picture_show,"Released Jan 1, 1971",98.0,89.0,1971.0,True,,tt0067328,R,118,"Drama, Romance","In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",https://m.media-amazon.com/images/M/MV5BZjgwZDI3ZmItNjIwMy00OTZlLWEzNjMtMDU3NDZjZjg3ODQzXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Last Picture Show', 'Year': '1971', 'Rated': 'R', 'Released': '22 Oct 1971', 'Runtime': '118 min', 'Genre': 'Drama, Romance', 'Director': 'Peter Bogdanovich', 'Writer': 'Larry McMurtry, Peter Bogdanovich', 'Actors': 'Timothy Bottoms, Jeff Bridges, Cybill Shepherd', 'Plot': 'In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.', 'Language': 'English', 'Country': 'United States', 'Awards': 'Won 2 Oscars. 19 wins & 22 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZjgwZDI3ZmItNjIwMy00OTZlLWEzNjMtMDU3NDZjZjg3ODQzXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '93/100'}], 'Metascore': '93', 'imdbRating': '8.0', 'imdbVotes': '55,559', 'imdbID': 'tt0067328', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$29,133,000', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Godfather,https://www.rottentomatoes.com/m/the_godfather,"Released Mar 15, 1972",97.0,98.0,1972.0,True,,tt0068646,R,175,"Crime, Drama",The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,https://m.media-amazon.com/images/M/MV5BNGEwYjgwOGQtYjg5ZS00Njc1LTk2ZGEtM2QwZWQ2NjdhZTE5XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Godfather', 'Year': '1972', 'Rated': 'R', 'Released': '24 Mar 1972', 'Runtime': '175 min', 'Genre': 'Crime, Drama', 'Director': 'Francis Ford Coppola', 'Writer': 'Mario Puzo, Francis Ford Coppola', 'Actors': 'Marlon Brando, Al Pacino, James Caan', 'Plot': 'The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.', 'Language': 'English, Italian, Latin', 'Country': 'United States', 'Awards': 'Won 3 Oscars. 31 wins & 31 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNGEwYjgwOGQtYjg5ZS00Njc1LTk2ZGEtM2QwZWQ2NjdhZTE5XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '9.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '100/100'}], 'Metascore': '100', 'imdbRating': '9.2', 'imdbVotes': '2,151,648', 'imdbID': 'tt0068646', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$136,381,073', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
"What's Up, Doc?",https://www.rottentomatoes.com/m/whats_up_doc,"Released Mar 10, 1972",89.0,88.0,1972.0,True,,tt0069495,G,94,"Comedy, Romance",The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.,https://m.media-amazon.com/images/M/MV5BNWM0YjRkNDctMDlmZi00MGFmLWFhYTMtNTIyZTc1NmMwNzAzXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': ""What's Up, Doc?"", 'Year': '1972', 'Rated': 'G', 'Released': '10 Mar 1972', 'Runtime': '94 min', 'Genre': 'Comedy, Romance', 'Director': 'Peter Bogdanovich', 'Writer': 'Buck Henry, David Newman, Robert Benton', 'Actors': ""Barbra Streisand, Ryan O'Neal, Madeline Kahn"", 'Plot': 'The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.', 'Language': 'English, French, German', 'Country': 'United States', 'Awards': '1 win & 1 nomination total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNWM0YjRkNDctMDlmZi00MGFmLWFhYTMtNTIyZTc1NmMwNzAzXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '73/100'}], 'Metascore': '73', 'imdbRating': '7.7', 'imdbVotes': '28,877', 'imdbID': 'tt0069495', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$66,000,000', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Jeremiah Johnson,https://www.rottentomatoes.com/m/jeremiah_johnson,"Released Sep 10, 1972",91.0,89.0,1972.0,True,,tt0068762,GP,108,"Adventure, Drama, Western",A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by the Crow tribe and proves to be a match for their warriors in single combat on the early frontier.,https://m.media-amazon.com/images/M/MV5BNWU5NzJhNWQtOWYxZS00YzI3LTg1YjAtZWMyNWEwZmUzODU2XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Jeremiah Johnson', 'Year': '1972', 'Rated': 'GP', 'Released': '21 Dec 1972', 'Runtime': '108 min', 'Genre': 'Adventure, Drama, Western', 'Director': 'Sydney Pollack', 'Writer': 'Vardis Fisher, Raymond W. Thorp, Robert Bunker', 'Actors': 'Robert Redford, Will Geer, Delle Bolton', 'Plot': 'A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by the Crow tribe and proves to be a match for their warriors in single combat on the early frontier.', 'Language': 'English, Crow, French', 'Country': 'United States', 'Awards': '1 win & 1 nomination total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNWU5NzJhNWQtOWYxZS00YzI3LTg1YjAtZWMyNWEwZmUzODU2XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '75/100'}], 'Metascore': '75', 'imdbRating': '7.6', 'imdbVotes': '36,690', 'imdbID': 'tt0068762', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': 'N/A', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
"Play It Again, Sam",https://www.rottentomatoes.com/m/play_it_again_sam,"Released May 4, 1972",97.0,89.0,1972.0,True,,tt0069097,PG,85,"Comedy, Romance","A film critic obsessed with Casablanca (1942) seeks to get over his wife leaving him by dating again with the help of a married couple and his illusory idol, Humphrey Bogart.",https://m.media-amazon.com/images/M/MV5BODQ1YWZiMjItYjU2OS00YTYzLWE1MWEtYmM4MzE2YTJiYzUxXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Play It Again, Sam', 'Year': '1972', 'Rated': 'PG', 'Released': '05 May 1972', 'Runtime': '85 min', 'Genre': 'Comedy, Romance', 'Director': 'Herbert Ross', 'Writer': 'Woody Allen', 'Actors': 'Woody Allen, Diane Keaton, Tony Roberts', 'Plot': 'A film critic obsessed with Casablanca (1942) seeks to get over his wife leaving him by dating again with the help of a married couple and his illusory idol, Humphrey Bogart.', 'Language': 'English, Italian', 'Country': 'United States', 'Awards': '1 win', 'Poster': 'https://m.media-amazon.com/images/M/MV5BODQ1YWZiMjItYjU2OS00YTYzLWE1MWEtYmM4MzE2YTJiYzUxXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '77/100'}], 'Metascore': '77', 'imdbRating': '7.6', 'imdbVotes': '28,367', 'imdbID': 'tt0069097', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': 'N/A', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Discreet Charm of the Bourgeoisie,https://www.rottentomatoes.com/m/the_discreet_charm_of_the_bourgeoisie,"Released Sep 15, 1972",98.0,88.0,1972.0,True,,tt0068361,PG,102,"Comedy, Drama, Fantasy","A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.",https://m.media-amazon.com/images/M/MV5BNmQ0MDA0YTEtZTY4Mi00N2Y5LTk0ZjktMTY2ZGQzNGVlYzViXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Discreet Charm of the Bourgeoisie', 'Year': '1972', 'Rated': 'PG', 'Released': '22 Oct 1972', 'Runtime': '102 min', 'Genre': 'Comedy, Drama, Fantasy', 'Director': 'Luis Buñuel', 'Writer': 'Luis Buñuel, Jean-Claude Carrière', 'Actors': 'Fernando Rey, Delphine Seyrig, Paul Frankeur', 'Plot': 'A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.', 'Language': 'French, Spanish, Latin', 'Country': 'France, Italy, Spain', 'Awards': 'Won 1 Oscar. 7 wins & 9 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNmQ0MDA0YTEtZTY4Mi00N2Y5LTk0ZjktMTY2ZGQzNGVlYzViXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '93/100'}], 'Metascore': '93', 'imdbRating': '7.8', 'imdbVotes': '49,392', 'imdbID': 'tt0068361', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$82,471', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
