rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/still_alice,Still Alice,"Dr. Alice Howland (Julianne Moore) is a renowned linguistics professor at Columbia University. When words begin to escape her and she starts becoming lost on her daily jogs, Alice must come face-to-face with a devastating diagnosis: early-onset Alzheimer's disease. As the once-vibrant woman struggles to hang on to her sense of self for as long as possible, Alice's three grown children must watch helplessly as their mother disappears more and more with each passing day.","Elevated by a gripping performance from Julianne Moore, Still Alice is a heartfelt drama that honors its delicate themes with bravery and sensitivity.",PG-13,Drama,"Richard Glatzer, Wash Westmoreland","Richard Glatzer, Wash Westmoreland, Lisa Genova","Julianne Moore, Alec Baldwin, Kristen Stewart, Kate Bosworth, Hunter Parrish, Shane McRae, Seth Gilliam, Stephen Kunken, Erin Darke, Daniel Gerroll, Quincy Tyler Bernstine, Maxine Prescott, Orlagh Cassidy, Rosa Arredondo, Zillah Glory, Caridad Martinez, Caleb Freundlich, Charlotte Robson",2015-01-16,2016-11-08,97.0,Sony Pictures Classics,Certified-Fresh,85.0,203.0,Upright,85.0,37204.0,46,173,30
m/still_bill,Still Bill,"Filmmakers Damani Baker and Alex Vlack compose a portrait of soul legend Bill Withers through performance footage, a journey to the musician's birthplace and interviews with friends, family and colleagues.",,NR,"Documentary, Musical & Performing Arts, Special Interest","Damani Baker, Alex Vlack",,Bill Withers,2010-01-27,2017-03-23,78.0,B-Side Entertainment,Fresh,100.0,6.0,Upright,93.0,362.0,4,6,0
m/stop_making_sense,Stop Making Sense,"Director Jonathan Demme captures the frantic energy and artsy groove of Talking Heads in this concert movie shot at the Hollywood Pantages Theatre in 1983. The band's frontman, David Byrne, first appears on an empty stage, armed with only an acoustic guitar, and is gradually joined by bassist Tina Weymouth, drummer Chris Frantz, keyboardist Jerry Harrison and a cadre of backup singers as they perform the band's hits, culminating in an iconic performance featuring Byrne in an enormous suit.","Jonathan Demme's Stop Making Sense captures the energetic, unpredictable live act of peak Talking Heads with color and visual wit.",NR,"Documentary, Musical & Performing Arts",Jonathan Demme,,"Bernie Worrell, Alex Weir, Chris Frantz, Steve Scales, Tina Weymouth, David Byrne, Talking Heads, Chris Frantz, Jerry Harrison",1984-10-18,2016-08-10,88.0,Palm Pictures,Certified-Fresh,100.0,40.0,Upright,98.0,7266.0,7,40,0
m/straight_outta_compton,Straight Outta Compton,"In 1988, a groundbreaking new group revolutionizes music and pop culture, changing and influencing hip-hop forever. N.W.A's first studio album, ""Straight Outta Compton,"" stirs controversy with its brutally honest depiction of life in Southern Los Angeles. With guidance from veteran manager Jerry Heller, band members Ice Cube (O'Shea Jackson Jr.), Dr. Dre (Corey Hawkins), Eazy-E, DJ Yella and MC Ren navigate their way through the industry, acquiring fame, fortune and a place in history.","Straight Outta Compton is a biopic that's built to last, thanks to F. Gary Gray's confident direction and engaging performances from a solid cast.",R,"Drama, Musical & Performing Arts",F. Gary Gray,"Jonathan Herman, Andrea Berloff","O'Shea Jackson, Jr., Corey Hawkins, Jason Mitchell, Aldis Hodge, Neil Brown, Jr., Paul Giamatti, Carra Patterson, Elena Goode, Alexandra Shipp, Keith Powers, Marlon Yates, Jr., R. Marcos Taylor, Joshua Brockington, Sheldon Smith, LaKeith Stanfield, Cleavon McClendon, Aeriel Miranda, Lisa Renee Pitts, Angela Gibbs, Bruce Beatty, Rogelio Douglas, Jr., Corey Reynolds, Tate Ellington, F. Gary Gray, Allen Maldonado, Demetrius Grosse, Marcc Rose, Andrew Borba, Mark Sherman, Matt Corboy, Larry Sullivan, Russell Andrews, Deborah Lacey, Michael ""Compton Menace"" Taylor, Ashton Sanders, Joshua Geter, Kofi Siriboe, Orlando Brown, Matthew Boylan, Chic Daniel, Tim Connolly, Cris D'Annunzio, Dan Wells, Justin Goslee, Al Wexo, Marcus Callender, Vaughn Wilkinson, Dean Cameron, Mark Thomas Holguin, Sky Soleil, Inny Clemons, Jody Burks, Asia'h Epperson, Scott Endicott, Greg Collins, Rob Brownstein, Water L, Nigel Lawes, William LaDawn English, Lazarus Guidry, Ariel Rogers, Lafrazia D. Knighten, Ashley Stepteau, Christian Brown, Ebony Randall, John Prosky, Derrick McMillon, Le Sean Tarkington, Rob Nagle, Travis Nicholson, Todd Quillen, Matthew Downs, Leo Stallworth, Joy Benedict, David L. Cox, Thomas Q. Jones, Toni Duclottni, Phedra Syndelle, Valerie Emanuel, Spencer Melville, Michael W. Broomer, Zee James, Natasha Hopkins, Simon Rhee",2015-08-14,2016-09-06,147.0,Universal Pictures,Certified-Fresh,89.0,245.0,Upright,85.0,110.0,53,217,28
m/straight_story,The Straight Story,"A retired farmer and widower in his 70s, Alvin Straight (Richard Farnsworth) learns one day that his distant brother Lyle (Harry Dean Stanton) has suffered a stroke and may not recover. Alvin is determined to make things right with Lyle while he still can, but his brother lives in Wisconsin, while Alvin is stuck in Iowa with no car and no driver's license. Then he hits on the idea of making the trip on his old lawnmower, thus beginning a picturesque and at times deeply spiritual odyssey.","With strong performances and director David Lynch at the helm, The Straight Story steers past sentimental byways on its ambling journey across the American heartland.",G,"Action & Adventure, Drama, Kids & Family",David Lynch,"John Roach, Mary Sweeney, John F. Roach","Richard Farnsworth, Harry Dean Stanton, Jane Galloway Heitz, Sissy Spacek, Everett McGill, John Farley, Kevin P. Farley, Jane Heitz, Joseph A. Carpenter, Donald Wiegert, Tracey Maloney, Don Flannery, Jennifer Edwards-Hughes, Ed Grennan, Jack Walsh, Gil Pearson, Barbara June Patterson, Anastasia Webb, Max Guidry, Bill McCallum, Barbara E. Robertson, Wylie Harker, James Cada, Sally Wingert, Barbara Kingsley, Jim Haun, Randy Wiedenhoff, Jerry E. Anderson, John Lordan, Russ Reed, Ralph Feldhacker, Garett Sweeney, Peter Sweeney, Tommy Fahey, Matt Fahey, Dan Fahey",1999-10-15,2016-12-11,111.0,Buena Vista Pictures,Certified-Fresh,95.0,103.0,Upright,91.0,31467.0,36,98,5
m/stranded_i_have_come_from_a_plane_that_crashed_on_the_mountains,Stranded: I Have Come from a Plane That Crashed on the Mountains,Survivors of the 1972 Andes plane crash tell their story.,"Stranded is a thoroughly uplifting account of the well-known tragedy, with touching testimony from remaining survivors.",NR,"Art House & International, Documentary, Special Interest",Gonzalo Arijón,Gonzalo Arijón,"Roberto Francois, Roy Harley, Antonio Vizintin, Jose Pedro Algorta, Roberto Canessa, Alfredo Delgado, Daniel Fernandez, Nando Parrado, Jose Luis Inciarte, Alvaro Mangino, Javier Methol, Carlos Paez, Ramón Sabella, Adolfo Strauch, Eduardo Strauch, Gustavo Zerbino",2008-10-22,2017-05-10,113.0,Zeitgeist Films,Fresh,92.0,36.0,Upright,93.0,622.0,16,33,3
m/stranger_than_paradise,Stranger Than Paradise,"New York City layabout Willie (John Lurie) and his dopey sidekick, Eddie (Richard Edson), get by on TV dinners and beer financed by haphazard card-sharking. Willie gets an unwelcome visit from his Hungarian teen cousin, Eva (Eszter Balint), but, just as he warms to her, she ditches him for her aunt in Cleveland. Impulsively, Willie and Eddie take a road trip to pick up Eva, after which they head out to find fortune and paradise in Florida -- or at least alleviation from their constant boredom.","A striking debut for director Jim Jarmusch, Stranger than Paradise is an effortlessly cool exploration of finding meaning in the mundane.",R,"Art House & International, Comedy, Drama",Jim Jarmusch,Jim Jarmusch,"John Lurie, Eszter Balint, Richard Edson, Cecilia Stark, Cecillia Stark, Danny Rosen, Rammellzee, Tom DiCillo, Richard Boes, Rockets Redglare, Harvey Perr, Brian J. Burchill, Tom Docillo, Sara Driver, Paul Sloane",1984-07-25,2017-03-08,90.0,Criterion Collection,Fresh,96.0,25.0,Upright,88.0,15622.0,4,24,1
m/streetlight_harmonies,Streetlight Harmonies,The history of Doo-Wop music and the artists who defined a musical generation.,,NR,Documentary,Brent Wilson,"George Bellias, Brent Wilson","LaLa Brooks, Vito Picone, Charlie Thomas, Jimmy Merchant, Lois Powell, Lance Bass, Brian McKnight",,2020-03-28,84.0,Gravitas Ventures,Fresh,100.0,9.0,Upright,100.0,8.0,1,9,0
m/stroszek,Stroszek,"Bruno Stroszek (Bruno S.), a hapless busker in Berlin, falls for a prostitute (Eva Mattes) who's in trouble with local thugs. With nothing to lose, the new couple decide to emigrate to the United States with their neighbor Scheitz (Clemens Scheitz), whose American nephew lives in rural Wisconsin. But after a customs agent confiscates his cherished pet bird, Beo, Stroszek begins a downward spiral into culture shock and surreality as he experiences the dark underbelly of the American dream.",,NR,"Art House & International, Comedy, Drama",Werner Herzog,Werner Herzog,"Bruno S., Eva Mattes, Clemens Scheitz, Clayton Szlapinski, Burkhard Driest, Burkhardt Driest, Pitt Bedewitz, Wilhelm von Homburg, Ely Rodriguez, Alfred Edel, Scott McKain, Ralph Wade, Vaclav Vojta, Michael Gahr, Yucsel Topcugurler, Bob Evans, Pit Bedewitz",1977-01-12,2017-02-13,108.0,New Yorker Films,Fresh,95.0,19.0,Upright,92.0,7113.0,5,18,1
m/sullivans_travels,Sullivan's Travels,"Successful movie director John L. Sullivan (Joel McCrea), convinced he won't be able to film his ambitious masterpiece until he has suffered, dons a hobo disguise and sets off on a journey, aiming to ""know trouble"" first-hand. When all he finds is a train ride back to Hollywood and a beautiful blonde companion (Veronica Lake), he redoubles his efforts, managing to land himself in more trouble than he bargained for when he loses his memory and ends up a prisoner on a chain gang.",,NR,"Action & Adventure, Classics, Comedy, Drama, Romance",Preston Sturges,Preston Sturges,"Joel McCrea, Veronica Lake, Robert Warwick, Franklin Pangborn, William Demarest, Porter Hall, Byron Foulger, Margaret Hayes, Maggie Hayes, Robert Greig, Eric Blore, Torben Meyer, Victor Potel, Richard Webb, Charles R. Moore, Almira Sessions, Esther Howard, Frank Moran, Georges Renavent, Harry Rosenthal, Alan Bridge, Jimmy Conlin, Jan Buckingham, Al Bridge, Robert Winkler, Chick Collins, Jimmie Dundee, Pat West, Harry Hayden, J. Farrell MacDonald, Edward Hearn, Arthur Hoyt, Roscoe Ates, Robert Dudley, Monte Blue, Harry Tyler, Dewey Robinson, Madame Sul-Te-Wan, Jess Lee Brooks, Esther Michelson, Harry Seymour, Chester Conklin, Frank Mills, Preston Sturges, Edgar Dearing, Emory Parnell, Julius Tannen, Gus Reed, Perc Launders, Elsa Lanchester, Billy Bletcher, Paul Newlan, Willard Robertson, Mme. Sul Te Wan, Howard Mitchell",1941-12-01,2015-05-06,91.0,Paramount Pictures,Fresh,100.0,34.0,Upright,89.0,8591.0,4,34,0
m/sunrise,Sunrise: A Song of Two Humans,"Bored with his wife (Janet Gaynor), their baby and the dull routine of farm life, a farmer (George O'Brien) falls under the spell of a flirtatious city girl (Margaret Livingston) who convinces him to drown his wife so they can escape together. When his wife becomes suspicious of his plan and runs away to the city, the farmer pursues her, slowly regaining her trust as the two rediscover their love for each other in this award-winning silent classic.","Boasting masterful cinematography to match its well-acted, wonderfully romantic storyline, Sunrise is perhaps the final -- and arguably definitive -- statement of the silent era.",NR,"Classics, Drama, Mystery & Suspense, Romance",F.W. Murnau,Carl Mayer,"Janet Gaynor, George O'Brien, Margaret Livingston, Bodil Rosing, J. Farrell MacDonald, Ralph Sipperly, Jane Winton, Arthur Housman, Eddie Boland, Gibson Gowland, Gino Corrado, Sally Eilers, Bob Kortman, Sidney Bracey, Phillips Smalley, Barry Norton, Edward Arnold",1927-09-23,2015-12-27,110.0,Fox Films,Certified-Fresh,98.0,60.0,Upright,92.0,9613.0,16,59,1
m/sunset_boulevard,Sunset Boulevard,"An aging silent film queen refuses to accept that her stardom has ended. She hires a young screenwriter to help set up her movie comeback. The screenwriter believes he can manipulate her, but he soon finds out he is wrong. The screenwriters ambivalence about their relationship and her unwillingness to let go leads to a situation of violence, madness, and death.","Arguably the greatest movie about Hollywood, Billy Wilder's masterpiece Sunset Boulevard is a tremendously entertaining combination of noir, black comedy, and character study.",G,"Classics, Drama",Billy Wilder,"D.M. Marshman, Jr., Charles Brackett, Billy Wilder","William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson, Fred Clark, Lloyd Gough, Jack Webb, Franklin Farnum, Franklyn Farnum, Charles Dayton, Cecil B. DeMille, Buster Keaton, Hedda Hopper, Anna Q. Nilsson, H.B. Warner, Sidney Skolsky, Ray Evans, Creighton Hale, Jay Livingston, Bernice Mosk, Larry Blake, Eddie Dew, Billy Sheehan, Archie Twitchell, Roy Thompson Jr., Peter Drynan, Ruth Clifford, Bert Moorhouse, E. Mason Hopper, Kenneth Gibson, Yvette Vickers, Virginia Randolph, Gertrude Astor, Frank O'Connor, Eva Novak, Al Ferguson, Stan Johnson, Bill Sheehan, Julia Faye, Gertrude Messinger, Ralph Montgomery, John 'Skins' Miller, John Cortay, Robert Emmett O'Connor, Gerry Ganzer, Gertrude Messenger, Tommy Ivo, Robert E. O'Connor, Emmett E. Smith, Ottola Nesmith, Jay Morley, Howard Negley, Ken Christy, Len Hendry, Arthur Lane, Archie R. Dalzell, James Hawley, Edward Wahrman, Sanford E. Greenwald, Howard Joslin, Larry J. Blake",1950-08-04,2016-08-10,110.0,Paramount Pictures,Certified-Fresh,99.0,69.0,Upright,95.0,53464.0,12,68,1
m/superbad,Superbad,"High-school seniors Seth (Jonah Hill) and Evan (Michael Cera) have high hopes for a graduation party: The co-dependent teens plan to score booze and babes so they can become part of the in-crowd, but separation anxiety and two bored police officers (Bill Hader, Seth Rogen) complicate the pair's self-proclaimed mission.","Deftly balancing vulgarity and sincerity while placing its protagonists in excessive situations, Superbad is an authentic take on friendship and the overarching awkwardness of the high school experience.",R,Comedy,Greg Mottola,"Evan Goldberg, Seth Rogen","Jonah Hill, Michael Cera, Bill Hader, Christopher Mintz-Plasse, Seth Rogen, Martha MacIsaac, Emma Stone, Aviva, Joe Lo Truglio, Kevin Corrigan, Clement E. Blake, Erica Vittina Phillips, Joseph A. Nuñez, Dave Franco, Marcella Lentz-Pope, Scott Gerbacia, Laura Seay, Roger Iwami, Clint Mabry, Stacy Edwards, Mark Rogen, Charlie Hartsock, Donna Hardy, Charley Rossman, Carla Gallo, Ben Best, Jody Hill, Kevin Breznahan, David Krumholtz, Mousa Kraish, Nicholas Jasenovec, Martin Starr, Keith Loneker, Matthew McKane, Lauren Miller, Peter Salett, Rakefet Abergel, Brooke Dillman, Michael Naughton, Steve Bannos, Casey Margolis, Laura Marano, Matthew Bass, Aurora Snow, Ted Haigh, Jenna Haze, Michael Fennessey, Brian Huskey, Clark Duke, Stephen IV Borrello, Naathan Phan, Pamella D'Pella",2007-08-17,2012-04-16,113.0,Sony Pictures/Columbia,Certified-Fresh,88.0,209.0,Upright,87.0,634613.0,56,183,26
m/superman_the_movie,Superman,"Just before the destruction of the planet Krypton, scientist Jor-El (Marlon Brando) sends his infant son Kal-El on a spaceship to Earth. Raised by kindly farmers Jonathan (Glenn Ford) and Martha Kent (Phyllis Thaxter), young Clark (Christopher Reeve) discovers the source of his superhuman powers and moves to Metropolis to fight evil. As Superman, he battles the villainous Lex Luthor (Gene Hackman), while, as novice reporter Clark Kent, he attempts to woo co-worker Lois Lane (Margot Kidder).","Superman deftly blends humor and gravitas, taking advantage of the perfectly cast Christopher Reeve to craft a loving, nostalgic tribute to an American pop culture icon.",PG,"Action & Adventure, Drama",Richard Donner,"Mario Puzo, Leslie Newman, Robert Benton","Marlon Brando, Christopher Reeve, Gene Hackman, Ned Beatty, Jackie Cooper, Glenn Ford, Trevor Howard, Margot Kidder, Jack O'Halloran, Valerie Perrine, Maria Schell, Terence Stamp, Phyllis Thaxter, Susannah York, Jeff East, Marc McClure, Sarah Douglas, Harry Andrews, Vass Anderson",1978-12-15,2008-08-15,143.0,Warner Bros. Pictures,Certified-Fresh,94.0,68.0,Upright,86.0,285975.0,13,64,4
m/suzi_q,Suzi Q,"Trailblazing musician Suzi Quatro becomes the first woman to write songs, play an instrument and sing for a rock 'n' roll band.",Suzi Q is an engaging and edifying stroll through rock pioneer Suzi Quatro's career.,NR,Documentary,Liam Firmager,,"Suzi Quatro, Cherie Currie, KT Tunstall, Alice Cooper, Joan Jett, Deborah Harry, Henry Winkler, Tina Weymouth, Andy Scott, Don Powell, Donita Sparks, Clem Burke, Lita Ford, Tequila Mockingbird, Rodney Bingenheimer, Garry Marshall, Tim Rice",2020-07-01,2020-07-03,98.0,Altavod,Fresh,100.0,28.0,Upright,100.0,13.0,7,28,0
m/sweet_hereafter,The Sweet Hereafter,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer (Ian Holm) arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident (Sarah Polley) has to reckon with the loss of innocence brought about by a different kind of damage.",Director Atom Egoyan examines tragedy and its aftermath with intelligence and empathy.,R,Drama,Atom Egoyan,Atom Egoyan,"Ian Holm, Sarah Polley, Bruce Greenwood, Tom McCamus, Arisnee Khanjian, Alberta Watson, Gabrielle Rose, Maury Chaykin, Brooke Johnson, Earl Pastko, David Hemblen, Stephanie Morgenstern, Caerthan Banks, Kirsten Kieferle, Sarah Rosen Fruitman, Marc Donato, Devon Finn, Arsinée Khanjian, Fides Krucker, Simon Baker, Magdalena Sokoloski, James D. Watts, Allegra Denton, Peter Donaldson, Russell Banks, Magalena Sokoloski",1997-11-20,2017-06-10,110.0,Fine Line Features,Certified-Fresh,98.0,59.0,Upright,86.0,11644.0,18,58,1
m/sweet_sixteen,Sweet Sixteen,"While Liam (Martin Compston) waits for his mother to be released from prison, he aggressively resists the demands of his stepfather and grandfather that he use his mother as a drug mule. Liam dreams of a better life for her, and decides that when she gets out of jail he will take her far away from their family and their former life. However, this plan requires money, so Liam gets it the only way he knows how -- by stealing his stepfather's drugs and selling them on the street.","A bleak, but heartbreaking coming-of-age tale that resonates with truth.",R,Drama,Ken Loach,Paul Laverty,"Martin Compston, Annmarie Fulton, William Ruane, Michelle Abercromby, Michelle Coulter, Gary McCormack, Tommy McKee, Calum McAlees, Robert Rennie, Martin McCardie, Robert Harrison, George McNeilage, Rikki Traynor, Jon Morrison, Junior Walker, Gary Maitland, Scott Dymond, Mark Dallas, Stephen McGivern, Robert Muir, Matt Costello, Sandy Hewitt, Lily Smart, Bruce Sturrock, William J. Cassidy, Robert McFadyen, Stephen Purdon, Tony Collins, Marie Shankley",2003-05-16,2014-09-02,106.0,Lions Gate Films,Certified-Fresh,97.0,88.0,Upright,88.0,8050.0,30,85,3
m/sweet_smell_of_success,Sweet Smell of Success,"New York City newspaper writer J.J. Hunsecker (Burt Lancaster) holds considerable sway over public opinion with his Broadway column, but one thing that he can't control is his younger sister, Susan (Susan Harrison), who is in a relationship with aspiring jazz guitarist Steve Dallas (Marty Milner). Hunsecker strongly disproves of the romance and recruits publicist Sidney Falco (Tony Curtis) to find a way to split the couple, no matter how ruthless the method.","Sweet Smell of Success boasts a top-notch cast, sharp direction, atmospheric cinematography, and an appropriately jazzy score, making it one of the best noir crime thrillers ever made.",NR,"Classics, Drama",Alexander Mackendrick,"Clifford Odets, Ernest Lehman","Burt Lancaster, Tony Curtis, Susan Harrison, Martin Milner, Sam Levene, Barbara Nichols, Jeff Donnell, Joseph Leon, Edith Atwater, Emile G. Meyer, Joe Frisco, David White, Lawrence Dobkin, Lurene Tuttle, Queenie Smith, Autumn Russell, Jay Adler, Lewis Charles, Chico Hamilton",1957-06-27,2017-04-29,96.0,United Artists,Certified-Fresh,98.0,52.0,Upright,92.0,6954.0,14,51,1
m/swingers,Swingers,"A transplanted New Yorker attempting to acclimate to Los Angeles, Mike Peters (Jon Favreau), is struggling to both boost his comedy career and get over his last relationship. A self-proclaimed master of seduction, Mike's buddy, Trent Walker (Vince Vaughn), tries to show him how to make connections and get the attention of women. Slowly moving toward regaining his confidence, Mike meets the gorgeous and down-to-earth Lorraine (Heather Graham), sparking a welcome new romance.","Funny, heartfelt, and effortlessly cool, Swingers made stars out of Vince Vaughn and Jon Favreau, established Doug Liman as a director to watch.",R,"Comedy, Drama",Doug Liman,Jon Favreau,"Jon Favreau, Vince Vaughn, Ron Livingston, Patrick Van Horn, Alex Désert, Deena Martin, Katherine Kendall, Brooke Langton, Blake Lindsley, Heather Graham, Kevin James Kelly, Stephanie Ittleson, Vernon Vaughn, Maddie Corman, Jan Dykstra, Rio Hackford, Marty and Elayne, Stasea Rosenblum, Sheri Rosenblum, Pamela Shaw, Tom Alley, Phil Dixon, Ashley M. Rogers, Jay Diola, Nicholas Gagliarducci, David Gould, Bill Phillips, Mensur Hamud, Ahmed Ahmed, Eufemia Plimpton, Melinda Starr, Samantha Lemole, Jessica Buchman, Caroline O'Meara, Gary Aurbach, Brad Halvorson, Christopher A. Joyce, Edward L. Rissien, Jenna Rissien, Mark Smith, John Abraham, Rachel Gallagan, Lisa Guerriero, Thomas Hall, Damiana Kamishin, Curtis Lindersmith, Jennifer Lucero, Pinki Marsolek, Rhonda Martin, Martina Migenes, Paul Mojica, Sam Mollo, Jacob Morris, Michael Scott, Bernard Serrano, Rosalind Smith, Molly R. Stern, Johnny Walker, Lisa Wolstein",1996-10-18,2015-12-20,96.0,Miramax Films,Certified-Fresh,87.0,54.0,Upright,89.0,58592.0,13,47,7
m/talk_to_her,Talk to Her,"Male nurse Benigno (Javier Cámara) becomes infatuated with a complete stranger when he watches dancer Alicia (Leonor Watling) practicing from the anonymity of his apartment. After being injured in a car accident, Alicia is brought to a nearby hospital, where Benigno serendipitously happens to be her caregiver. When wounded bullfighter Lydia (Rosario Flores) is brought into the same ward, her companion, writer Marco (Darío Grandinetti), begins to bond with Benigno.","Another masterful, compassionate work from Pedro Almodovar.",R,"Art House & International, Drama, Romance",Pedro Almodóvar,Pedro Almodóvar,"Javier Cámara, Darío Grandinetti, Leonor Watling, Rosario Flores, Geraldine Chaplin, Mariola Fuentes, Roberto Álvarez, Adolfo Fernandez, Fele Martínez, Paz Vega, Elena Anaya, Lola Dueñas, Ana Fernández, Chus Lampreave, Loles León, Beatriz Santiago, José Sancho, Angel Infantes, Caetano Veloso, Carlos G. Cambero, Jacques Morelenbaum, Jorge Helder, Pedro Sa Earp, Mamen Segovia, Helio Pedregal, Adela Donamaria, Carmen Machi, Agustín Almodóvar, Sonia Grande, Joserra Cadiñanos, Ismael Mello Martinez, Lola García, Esther García, Michel Ruben, Juan Fernández, Pina Bausch, Malou Airaudo, Fernando Iglesias 'Tacholas', Ben Lindbergh, Ana Sanz, Yuyi Beringola, Carlos Miguel Miguel, Victor Matos, Javier Conde",2002-11-22,2013-10-25,112.0,Sony Pictures Classics,Certified-Fresh,92.0,134.0,Upright,93.0,53020.0,37,123,11
m/tampopo,Tampopo,"Two Japanese milk-truck drivers (Tsutomu Yamazaki, Ken Watanabe) help a restaurant owner (Nobuko Miyamoto) learn how to cook great noodles.","Thanks to director Juzo Itami's offbeat humor and sharp satirical edge, Tampopo is a funny, sexy, affectionate celebration of food and its broad influence on Japanese culture.",NR,"Art House & International, Comedy",Juzo Itami,Juzo Itami,"Nobuko Miyamoto, Tsutomu Yamazaki, Koji Yakusho, Ken Watanabe, Rikiya Yasuoka, Kinzoh Sakura, Kinzo Sakura, Akira Kubo, Shuji Otaki, Shuji Otake, Choei Takahashi, Masahiko Tsugawa",1985-11-23,2017-05-04,114.0,Itami Productions,Certified-Fresh,100.0,55.0,Upright,93.0,9194.0,15,55,0
m/tangerines,Tangerines,"During the war in Abkhazia, an Estonian man stays behind to harvest tangerines and cares for a wounded fighter.",Tangerines' impassioned message and the strong work of a solid cast more than make up for the movie's flawed narrative and uneven structure.,R,Drama,Zaza Urushadze,Zaza Urushadze,,2015-04-17,2016-04-20,83.0,Magnolia Pictures,Certified-Fresh,88.0,66.0,Upright,89.0,3467.0,24,58,8
m/tangled,Tangled,"When the kingdom's most-wanted bandit, Flynn Rider (Zachary Levi), hides in a convenient tower, he immediately becomes a captive of Rapunzel (Mandy Moore), the spire's longtime resident. Crowned with 70 feet of magical golden hair, she has been locked away for years and desperately wants freedom. The feisty teenager strikes a deal with Flynn, and together they begin a whirlwind adventure.","While far from Disney's greatest film, Tangled is a visually stunning, thoroughly entertaining addition to the studio's classic animated canon.",PG,"Animation, Comedy, Kids & Family, Musical & Performing Arts","Nathan Greno, Byron Howard","Jacob Grimm, Dan Fogelman","Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor, Brad Garrett, Paul F. Tompkins, Richard Kiel, Delaney Rose Stein, Nathan Greno, Byron Howard, Tim Mertens, Bob Bergen, Susanne Blakeslee, June Christopher, Roy Conli, Susan Blakeslee, David Cowgill, Terri Douglas, Chad Einbinder, Patrick Fraley, Eddie Frierson, Jackie Gonneau, Nicholas Guest, Bridget Hoffman, Anne Lockhart, Mona Marshall, Scott Menville, Daniel A. Kaz, Laraine Newman, Paul Pape, Lynwood Robinson, Fred Tatasciore, Hynden Walch, Kari Wahlgren",2010-11-24,2015-11-22,101.0,Walt Disney Pictures,Certified-Fresh,89.0,226.0,Upright,87.0,150600.0,50,202,24
m/taste_of_honey,A Taste of Honey,"In this domestic drama, British teen Jo (Rita Tushingham) struggles to find love in her bleak day-to-day life, which is dominated by her alcoholic mother, Helen (Dora Bryan). When Jo has a brief fling with a black sailor and Helen takes up with a new lover, their already tense relationship is further strained. Jo faces more complications as she discovers she is pregnant, but finds support when she moves in with an odd but thoughtful gay student named Geoffrey (Murray Melvin).",,NR,"Art House & International, Classics, Drama",Tony Richardson,"Shelagh Delaney, Tony Richardson","Rita Tushingham, Robert Stephens, Dora Bryan, Murray Melvin, Paul Danquah, David Boliver, Moira Kaye, Herbert Smith, Valerie Scarden, Rosalie Scase, Veronica Howard, Jack Yarker, Margo Cunningham, John Harrison, A. Goodman, Eunice Blalck, Janet Rugg, Jean Cadell, Sonia Stephens, Eunice Black",1961-01-01,2016-08-23,100.0,Westchester Films,Fresh,89.0,19.0,Upright,87.0,2443.0,6,17,2
m/tater_tot_and_patton,Tater Tot & Patton,A wayward millenial disrupts her alcoholic uncle's life on his ranch in South Dakota.,,NR,Drama,Andrew Kightlinger,Andrew Kightlinger,"Jessica Rothe, Bates Wilder, Forrest Weber",,2019-05-14,91.0,Bunker 15 Films,Fresh,86.0,21.0,Upright,91.0,47.0,0,18,3
m/taxi_driver,Taxi Driver,"Suffering from insomnia, disturbed loner Travis Bickle (Robert De Niro) takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city. When Travis meets pretty campaign worker Betsy (Cybill Shepherd), he becomes obsessed with the idea of saving the world, first plotting to assassinate a presidential candidate, then directing his attentions toward rescuing 12-year-old prostitute Iris (Jodie Foster).","A must-see film for movie lovers, this Martin Scorsese masterpiece is as hard-hitting as it is compelling, with Robert De Niro at his best.",R,"Drama, Mystery & Suspense",Martin Scorsese,Paul Schrader,"Robert De Niro, Jodie Foster, Cybill Shepherd, Peter Boyle, Leonard Harris, Harvey Keitel, Steven Prince, Albert Brooks, Martin Scorsese, Frank Adu, Victor Argo, Diahnne Abbott, Gino Ardito, Garth Avery, Harry Cohn, Copper Cunningham, Brenda Dickson, Beau Kayser, Harry Fischler, Nat Grant, Richard Higgs, Vic Magnotta, Bob Maroff, Norman Matlock, Bill Minkin, Murray Moston, Harry Northrup, Gene Palma, Carey Poe, Robin Utt, Peter Savage, Jason Holt, Robert Shields, Ralph S. Singleton, Joe Spinell, Maria Turner, Debbie Morgan, Jack Hayes",1976-02-08,2013-12-06,113.0,Columbia Pictures,Certified-Fresh,96.0,92.0,Upright,93.0,260593.0,19,88,4
